"","year_2"
"46324","0"
"46325","2010"
"46326","2008"
"46327","2009"
"46328","0"
"46329","0"
"46330","0"
"46331","2012"
"46332","2009"
"46333","2011"
"46334","2016"
"46335","2007"
"46336","0"
"46337","2014"
"46338","2019"
"46339","0"
"46340","2011"
"46341","2004"
"46342","0"
"46343","0"
"46344","0"
"46345","2015"
"46346","2014"
"46347","2019"
"46348","2019"
"46349","2016"
"46350","2009"
"46351","2001"
"46352","0"
"46353","2015"
"46354","0"
"46355","2014"
"46356","2010"
"46357","1865"
"46358","2013"
"46359","2016"
"46360","2014"
"46361","0"
"46362","2018"
"46363","2016"
"46364","2013"
"46365","0"
"46366","2018"
"46367","2018"
"46368","2015"
"46369","2017"
"46370","1994"
"46371","2017"
"46372","1939"
"46373","2018"
"46374","2017"
"46375","2013"
"46376","2019"
"46377","2013"
"46378","2010"
"46379","0"
"46380","2011"
"46381","0"
"46382","2003"
"46383","2004"
"46384","0"
"46385","2013"
"46386","2011"
"46387","2000"
"46388","0"
"46389","0"
"46390","2000"
"46391","2001"
"46392","2010"
"46393","0"
"46394","2017"
"46395","2019"
"46396","2018"
"46397","0"
"46398","2015"
"46399","2008"
"46400","2008"
"46401","2008"
"46402","1982"
"46403","0"
"46404","2018"
"46405","1968"
"46406","2014"
"46407","2018"
"46408","2012"
"46409","2019"
"46410","1898"
"46411","1975"
"46412","2000"
"46413","2012"
"46414","2019"
"46415","2014"
"46416","0"
"46417","1997"
"46418","2016"
"46419","2016"
"46420","0"
"46421","2016"
"46422","2014"
"46423","2009"
"46424","2014"
"46425","0"
"46426","2017"
"46427","0"
"46428","2010"
"46429","2011"
"46430","1996"
"46431","1987"
"46432","2019"
"46433","0"
"46434","2018"
"46435","1965"
"46436","1995"
"46437","0"
"46438","2015"
"46439","1994"
"46440","2018"
"46441","2010"
"46442","2018"
"46443","2019"
"46444","2019"
"46445","2014"
"46446","2017"
"46447","2017"
"46448","2014"
"46449","2019"
"46450","2015"
"46451","0"
"46452","2014"
"46453","0"
"46454","0"
"46455","0"
"46456","2010"
"46457","2013"
"46458","0"
"46459","2016"
"46460","2018"
"46461","2009"
"46462","2018"
"46463","2018"
"46464","2017"
"46465","1926"
"46466","2013"
"46467","2011"
"46468","0"
"46469","2016"
"46470","2009"
"46471","2013"
"46472","2008"
"46473","2019"
"46474","2019"
"46475","2017"
"46476","2013"
"46477","0"
"46478","2010"
"46479","1863"
"46480","2016"
"46481","1989"
"46482","2016"
"46483","2014"
"46484","2007"
"46485","2015"
"46486","2007"
"46487","2017"
"46488","2017"
"46489","2012"
"46490","0"
"46491","0"
"46492","2013"
"46493","2006"
"46494","2018"
"46495","1983"
"46496","1966"
"46497","1995"
"46498","0"
"46499","2012"
"46500","0"
"46501","2013"
"46502","2016"
"46503","0"
"46504","2009"
"46505","2013"
"46506","2018"
"46507","1871"
"46508","2014"
"46509","2017"
"46510","1943"
"46511","2009"
"46512","2010"
"46513","2018"
"46514","2008"
"46515","2018"
"46516","0"
"46517","2012"
"46518","2003"
"46519","0"
"46520","0"
"46521","2013"
"46522","2016"
"46523","0"
"46524","2016"
"46525","2003"
"46526","2018"
"46527","2017"
"46528","0"
"46529","2017"
"46530","2019"
"46531","2011"
"46532","2012"
"46533","2014"
"46534","1990"
"46535","0"
"46536","2017"
"46537","2019"
"46538","0"
"46539","2008"
"46540","2009"
"46541","0"
"46542","1829"
"46543","2017"
"46544","2016"
"46545","2010"
"46546","2014"
"46547","0"
"46548","2012"
"46549","0"
"46550","2012"
"46551","2016"
"46552","2018"
"46553","2013"
"46554","0"
"46555","0"
"46556","2016"
"46557","0"
"46558","0"
"46559","2014"
"46560","1999"
"46561","0"
"46562","0"
"46563","2017"
"46564","0"
"46565","2017"
"46566","0"
"46567","2013"
"46568","1911"
"46569","2011"
"46570","2019"
"46571","2018"
"46572","1997"
"46573","2001"
"46574","2011"
"46575","2009"
"46576","2017"
"46577","1910"
"46578","2012"
"46579","2013"
"46580","1848"
"46581","1906"
"46582","0"
"46583","2010"
"46584","2009"
"46585","2019"
"46586","1991"
"46587","2019"
"46588","2006"
"46589","2014"
"46590","2009"
"46591","2017"
"46592","1952"
"46593","2008"
"46594","2012"
"46595","0"
"46596","1881"
"46597","2015"
"46598","1899"
"46599","2011"
"46600","2011"
"46601","2007"
"46602","2009"
"46603","2017"
"46604","1867"
"46605","0"
"46606","2015"
"46607","2017"
"46608","1910"
"46609","2017"
"46610","2016"
"46611","2017"
"46612","0"
"46613","0"
"46614","2018"
"46615","2016"
"46616","2014"
"46617","1990"
"46618","2013"
"46619","2010"
"46620","2018"
"46621","2010"
"46622","2010"
"46623","2015"
"46624","1910"
"46625","2016"
"46626","2017"
"46627","2018"
"46628","2006"
"46629","2018"
"46630","2013"
"46631","2019"
"46632","2017"
"46633","2019"
"46634","0"
"46635","2012"
"46636","1999"
"46637","2014"
"46638","0"
"46639","2013"
"46640","2013"
"46641","2009"
"46642","1970"
"46643","2012"
"46644","0"
"46645","2009"
"46646","2014"
"46647","2016"
"46648","2014"
"46649","0"
"46650","2012"
"46651","2014"
"46652","1978"
"46653","2013"
"46654","2018"
"46655","2016"
"46656","2017"
"46657","2006"
"46658","0"
"46659","2014"
"46660","0"
"46661","2018"
"46662","2010"
"46663","2014"
"46664","2012"
"46665","2009"
"46666","2012"
"46667","0"
"46668","2003"
"46669","0"
"46670","2011"
"46671","1977"
"46672","0"
"46673","0"
"46674","2018"
"46675","1992"
"46676","0"
"46677","2012"
"46678","2019"
"46679","0"
"46680","2019"
"46681","2010"
"46682","2018"
"46683","0"
"46684","2019"
"46685","2014"
"46686","2019"
"46687","1971"
"46688","0"
"46689","2011"
"46690","2010"
"46691","2009"
"46692","0"
"46693","2013"
"46694","2017"
"46695","2015"
"46696","2009"
"46697","1927"
"46698","2018"
"46699","0"
"46700","1912"
"46701","2019"
"46702","0"
"46703","2019"
"46704","2017"
"46705","2014"
"46706","2015"
"46707","2007"
"46708","0"
"46709","2015"
"46710","2009"
"46711","0"
"46712","2009"
"46713","2018"
"46714","2014"
"46715","2016"
"46716","0"
"46717","2012"
"46718","1911"
"46719","2018"
"46720","2009"
"46721","2006"
"46722","2008"
"46723","2008"
"46724","1871"
"46725","2015"
"46726","2013"
"46727","2010"
"46728","1895"
"46729","2008"
"46730","2011"
"46731","2012"
"46732","2018"
"46733","2013"
"46734","0"
"46735","0"
"46736","2010"
"46737","2007"
"46738","0"
"46739","2012"
"46740","2019"
"46741","2016"
"46742","2014"
"46743","2016"
"46744","1977"
"46745","2012"
"46746","0"
"46747","2015"
"46748","0"
"46749","2016"
"46750","2019"
"46751","2013"
"46752","1835"
"46753","2017"
"46754","1970"
"46755","2016"
"46756","2016"
"46757","2009"
"46758","2012"
"46759","0"
"46760","2017"
"46761","2011"
"46762","2008"
"46763","0"
"46764","2019"
"46765","2010"
"46766","2018"
"46767","2017"
"46768","2012"
"46769","2013"
"46770","2019"
"46771","2003"
"46772","2019"
"46773","0"
"46774","0"
"46775","0"
"46776","2013"
"46777","1984"
"46778","2011"
"46779","2012"
"46780","2002"
"46781","0"
"46782","2018"
"46783","0"
"46784","2003"
"46785","2015"
"46786","0"
"46787","2013"
"46788","2016"
"46789","2008"
"46790","2019"
"46791","1842"
"46792","0"
"46793","0"
"46794","2011"
"46795","0"
"46796","0"
"46797","2019"
"46798","2002"
"46799","2016"
"46800","2006"
"46801","2012"
"46802","2012"
"46803","0"
"46804","2002"
"46805","1909"
"46806","0"
"46807","2017"
"46808","2012"
"46809","0"
"46810","0"
"46811","2015"
"46812","0"
"46813","2019"
"46814","2019"
"46815","2017"
"46816","2018"
"46817","2001"
"46818","0"
"46819","1890"
"46820","1974"
"46821","0"
"46822","2016"
"46823","2019"
"46824","2014"
"46825","2014"
"46826","2018"
"46827","0"
"46828","0"
"46829","2015"
"46830","2018"
"46831","2018"
"46832","2019"
"46833","0"
"46834","0"
"46835","2019"
"46836","2018"
"46837","2019"
"46838","0"
"46839","2017"
"46840","0"
"46841","2015"
"46842","0"
"46843","0"
"46844","2017"
"46845","2015"
"46846","1953"
"46847","0"
"46848","2019"
"46849","2016"
"46850","0"
"46851","2019"
"46852","2016"
"46853","0"
"46854","2010"
"46855","2013"
"46856","2016"
"46857","0"
"46858","2003"
"46859","2016"
"46860","2009"
"46861","2013"
"46862","2011"
"46863","2019"
"46864","2013"
"46865","2010"
"46866","0"
"46867","2012"
"46868","1953"
"46869","2018"
"46870","2012"
"46871","0"
"46872","0"
"46873","1943"
"46874","2018"
"46875","2016"
"46876","2017"
"46877","2010"
"46878","0"
"46879","2017"
"46880","2019"
"46881","2009"
"46882","2012"
"46883","0"
"46884","2019"
"46885","0"
"46886","2008"
"46887","2015"
"46888","2016"
"46889","2011"
"46890","2017"
"46891","0"
"46892","1999"
"46893","2014"
"46894","2012"
"46895","0"
"46896","2014"
"46897","0"
"46898","0"
"46899","0"
"46900","1924"
"46901","1928"
"46902","2014"
"46903","1979"
"46904","0"
"46905","2010"
"46906","2019"
"46907","2016"
"46908","2017"
"46909","2013"
"46910","1959"
"46911","2018"
"46912","2014"
"46913","0"
"46914","2017"
"46915","2011"
"46916","2015"
"46917","2015"
"46918","2018"
"46919","0"
"46920","0"
"46921","2018"
"46922","2019"
"46923","0"
"46924","0"
"46925","1923"
"46926","2018"
"46927","0"
"46928","2015"
"46929","1919"
"46930","2007"
"46931","0"
"46932","2018"
"46933","2007"
"46934","2018"
"46935","2015"
"46936","2017"
"46937","2014"
"46938","2014"
"46939","0"
"46940","2018"
"46941","2019"
"46942","2015"
"46943","1964"
"46944","2013"
"46945","0"
"46946","2013"
"46947","2016"
"46948","0"
"46949","1995"
"46950","2009"
"46951","2018"
"46952","2014"
"46953","0"
"46954","2018"
"46955","2018"
"46956","1847"
"46957","2013"
"46958","2012"
"46959","2007"
"46960","2010"
"46961","2016"
"46962","2019"
"46963","2015"
"46964","2016"
"46965","2017"
"46966","2015"
"46967","2018"
"46968","2016"
"46969","0"
"46970","2001"
"46971","0"
"46972","0"
"46973","2004"
"46974","2019"
"46975","2014"
"46976","2013"
"46977","2018"
"46978","1975"
"46979","0"
"46980","2016"
"46981","2010"
"46982","0"
"46983","2016"
"46984","0"
"46985","2013"
"46986","2015"
"46987","0"
"46988","2015"
"46989","2017"
"46990","2019"
"46991","2013"
"46992","2018"
"46993","2019"
"46994","2019"
"46995","2010"
"46996","2019"
"46997","0"
"46998","1951"
"46999","2009"
"47000","1989"
"47001","2003"
"47002","2019"
"47003","2012"
"47004","2014"
"47005","0"
"47006","2018"
"47007","2018"
"47008","2007"
"47009","2016"
"47010","2018"
"47011","2016"
"47012","2015"
"47013","2016"
"47014","2015"
"47015","1967"
"47016","2012"
"47017","2017"
"47018","1895"
"47019","2014"
"47020","1994"
"47021","2011"
"47022","0"
"47023","2015"
"47024","0"
"47025","2018"
"47026","0"
"47027","1991"
"47028","2019"
"47029","2019"
"47030","2015"
"47031","0"
"47032","1983"
"47033","2012"
"47034","2008"
"47035","2013"
"47036","0"
"47037","0"
"47038","1957"
"47039","2018"
"47040","2018"
"47041","0"
"47042","0"
"47043","2012"
"47044","2019"
"47045","0"
"47046","2013"
"47047","2012"
"47048","2008"
"47049","2016"
"47050","2018"
"47051","2017"
"47052","2018"
"47053","0"
"47054","2018"
"47055","2010"
"47056","2019"
"47057","2019"
"47058","0"
"47059","1931"
"47060","1901"
"47061","2015"
"47062","2019"
"47063","2017"
"47064","1920"
"47065","2012"
"47066","0"
"47067","2016"
"47068","0"
"47069","2019"
"47070","2013"
"47071","2006"
"47072","2015"
"47073","2013"
"47074","2015"
"47075","0"
"47076","2008"
"47077","2015"
"47078","2018"
"47079","1962"
"47080","0"
"47081","2018"
"47082","2015"
"47083","2018"
"47084","1965"
"47085","1998"
"47086","2009"
"47087","1999"
"47088","2010"
"47089","2018"
"47090","0"
"47091","1932"
"47092","0"
"47093","1998"
"47094","2014"
"47095","2019"
"47096","1996"
"47097","2018"
"47098","2016"
"47099","2018"
"47100","2017"
"47101","1863"
"47102","2012"
"47103","2008"
"47104","2012"
"47105","2012"
"47106","2018"
"47107","2016"
"47108","2016"
"47109","2015"
"47110","2017"
"47111","2012"
"47112","0"
"47113","2018"
"47114","2012"
"47115","2016"
"47116","1923"
"47117","2019"
"47118","2006"
"47119","2013"
"47120","2016"
"47121","2013"
"47122","0"
"47123","0"
"47124","2017"
"47125","2004"
"47126","2003"
"47127","2003"
"47128","0"
"47129","0"
"47130","2015"
"47131","2017"
"47132","0"
"47133","0"
"47134","1998"
"47135","1903"
"47136","0"
"47137","2013"
"47138","0"
"47139","2016"
"47140","0"
"47141","2014"
"47142","2014"
"47143","1998"
"47144","2019"
"47145","1847"
"47146","0"
"47147","0"
"47148","0"
"47149","1985"
"47150","2009"
"47151","0"
"47152","1983"
"47153","1995"
"47154","2014"
"47155","2005"
"47156","2011"
"47157","2015"
"47158","0"
"47159","2014"
"47160","2013"
"47161","2009"
"47162","2013"
"47163","0"
"47164","2018"
"47165","0"
"47166","2017"
"47167","2016"
"47168","2015"
"47169","2009"
"47170","2000"
"47171","1930"
"47172","2014"
"47173","2013"
"47174","0"
"47175","2011"
"47176","0"
"47177","1886"
"47178","1868"
"47179","0"
"47180","2009"
"47181","0"
"47182","1933"
"47183","0"
"47184","0"
"47185","2015"
"47186","2015"
"47187","2015"
"47188","2018"
"47189","2001"
"47190","0"
"47191","2016"
"47192","2016"
"47193","2018"
"47194","2014"
"47195","2017"
"47196","2009"
"47197","0"
"47198","2012"
"47199","0"
"47200","0"
"47201","2017"
"47202","2009"
"47203","0"
"47204","1990"
"47205","202"
"47206","2014"
"47207","2018"
"47208","2019"
"47209","0"
"47210","2010"
"47211","2018"
"47212","2015"
"47213","0"
"47214","2009"
"47215","0"
"47216","0"
"47217","0"
"47218","1990"
"47219","0"
"47220","1895"
"47221","0"
"47222","2015"
"47223","2017"
"47224","2019"
"47225","2018"
"47226","2015"
"47227","1938"
"47228","2010"
"47229","2018"
"47230","2015"
"47231","2018"
"47232","2018"
"47233","2012"
"47234","2019"
"47235","2012"
"47236","0"
"47237","2019"
"47238","2014"
"47239","2008"
"47240","2015"
"47241","2017"
"47242","2000"
"47243","2016"
"47244","2015"
"47245","2017"
"47246","2014"
"47247","2017"
"47248","2017"
"47249","2014"
"47250","0"
"47251","2013"
"47252","0"
"47253","2014"
"47254","2011"
"47255","2014"
"47256","2000"
"47257","1962"
"47258","2017"
"47259","0"
"47260","0"
"47261","2011"
"47262","2009"
"47263","1968"
"47264","2018"
"47265","2012"
"47266","0"
"47267","0"
"47268","2017"
"47269","2013"
"47270","0"
"47271","2009"
"47272","2014"
"47273","2018"
"47274","2011"
"47275","2001"
"47276","1887"
"47277","2014"
"47278","2019"
"47279","2016"
"47280","1950"
"47281","1998"
"47282","2015"
"47283","0"
"47284","1906"
"47285","2015"
"47286","2015"
"47287","2003"
"47288","2015"
"47289","2014"
"47290","2013"
"47291","2009"
"47292","2001"
"47293","0"
"47294","2008"
"47295","0"
"47296","2008"
"47297","0"
"47298","0"
"47299","0"
"47300","2014"
"47301","1962"
"47302","2003"
"47303","2019"
"47304","2014"
"47305","2013"
"47306","2019"
"47307","2019"
"47308","2013"
"47309","2017"
"47310","2017"
"47311","0"
"47312","2014"
"47313","0"
"47314","2017"
"47315","2016"
"47316","2010"
"47317","0"
"47318","2014"
"47319","2018"
"47320","2017"
"47321","2011"
"47322","0"
"47323","2011"
"47324","2009"
"47325","2013"
"47326","2018"
"47327","1995"
"47328","2014"
"47329","2019"
"47330","2019"
"47331","0"
"47332","2008"
"47333","2016"
"47334","2017"
"47335","2016"
"47336","2017"
"47337","2013"
"47338","2019"
"47339","2014"
"47340","2009"
"47341","1970"
"47342","2009"
"47343","2011"
"47344","0"
"47345","0"
"47346","2018"
"47347","1895"
"47348","2019"
"47349","2013"
"47350","2017"
"47351","2016"
"47352","2016"
"47353","2012"
"47354","2018"
"47355","2017"
"47356","2013"
"47357","2019"
"47358","2018"
"47359","2013"
"47360","2011"
"47361","2015"
"47362","2013"
"47363","0"
"47364","2018"
"47365","2018"
"47366","2013"
"47367","2007"
"47368","2018"
"47369","2001"
"47370","2019"
"47371","2018"
"47372","1992"
"47373","2015"
"47374","2016"
"47375","2013"
"47376","2018"
"47377","2019"
"47378","0"
"47379","2018"
"47380","2015"
"47381","0"
"47382","0"
"47383","0"
"47384","1902"
"47385","2018"
"47386","2016"
"47387","2018"
"47388","0"
"47389","0"
"47390","2019"
"47391","2018"
"47392","2019"
"47393","2019"
"47394","2015"
"47395","0"
"47396","2012"
"47397","2012"
"47398","0"
"47399","2016"
"47400","2008"
"47401","2016"
"47402","0"
"47403","1997"
"47404","0"
"47405","2017"
"47406","2012"
"47407","2012"
"47408","2008"
"47409","2012"
"47410","0"
"47411","0"
"47412","2016"
"47413","2017"
"47414","2016"
"47415","0"
"47416","0"
"47417","2012"
"47418","2015"
"47419","2017"
"47420","2010"
"47421","0"
"47422","2015"
"47423","2018"
"47424","0"
"47425","0"
"47426","1894"
"47427","1851"
"47428","0"
"47429","2008"
"47430","2017"
"47431","2019"
"47432","0"
"47433","0"
"47434","1992"
"47435","1888"
"47436","1998"
"47437","2009"
"47438","2015"
"47439","0"
"47440","2017"
"47441","2010"
"47442","2018"
"47443","2009"
"47444","1894"
"47445","2011"
"47446","2017"
"47447","0"
"47448","1999"
"47449","1938"
"47450","0"
"47451","2006"
"47452","2014"
"47453","2001"
"47454","2005"
"47455","2010"
"47456","2009"
"47457","2015"
"47458","2018"
"47459","2018"
"47460","2018"
"47461","2000"
"47462","2006"
"47463","2015"
"47464","0"
"47465","2012"
"47466","2019"
"47467","2015"
"47468","2017"
"47469","2018"
"47470","2003"
"47471","2015"
"47472","1948"
"47473","2010"
"47474","2014"
"47475","1921"
"47476","2009"
"47477","2018"
"47478","1831"
"47479","0"
"47480","1935"
"47481","0"
"47482","1982"
"47483","2013"
"47484","2018"
"47485","2018"
"47486","2008"
"47487","2008"
"47488","1996"
"47489","2012"
"47490","0"
"47491","0"
"47492","2008"
"47493","2016"
"47494","1904"
"47495","0"
"47496","2019"
"47497","2007"
"47498","2003"
"47499","2009"
"47500","2017"
"47501","2018"
"47502","2004"
"47503","2017"
"47504","2010"
"47505","2014"
"47506","0"
"47507","1996"
"47508","2016"
"47509","2018"
"47510","0"
"47511","2018"
"47512","2018"
"47513","2016"
"47514","2012"
"47515","2014"
"47516","2009"
"47517","2006"
"47518","0"
"47519","2017"
"47520","2017"
"47521","2007"
"47522","2001"
"47523","2015"
"47524","0"
"47525","2018"
"47526","1999"
"47527","2014"
"47528","2015"
"47529","1995"
"47530","2014"
"47531","2015"
"47532","2019"
"47533","2018"
"47534","2013"
"47535","2018"
"47536","2019"
"47537","1886"
"47538","0"
"47539","2018"
"47540","2014"
"47541","2015"
"47542","2011"
"47543","1976"
"47544","2018"
"47545","2017"
"47546","2017"
"47547","2015"
"47548","2014"
"47549","2010"
"47550","0"
"47551","0"
"47552","2018"
"47553","1961"
"47554","2007"
"47555","2017"
"47556","2012"
"47557","2014"
"47558","2019"
"47559","0"
"47560","0"
"47561","2014"
"47562","2018"
"47563","0"
"47564","2000"
"47565","2018"
"47566","2015"
"47567","2017"
"47568","2014"
"47569","1891"
"47570","0"
"47571","0"
"47572","2009"
"47573","2018"
"47574","2019"
"47575","0"
"47576","2007"
"47577","0"
"47578","1891"
"47579","2015"
"47580","2000"
"47581","2013"
"47582","0"
"47583","2016"
"47584","2016"
"47585","2012"
"47586","2011"
"47587","2014"
"47588","2011"
"47589","2017"
"47590","2017"
"47591","1872"
"47592","2019"
"47593","2019"
"47594","0"
"47595","0"
"47596","2018"
"47597","2013"
"47598","0"
"47599","2016"
"47600","2015"
"47601","1991"
"47602","0"
"47603","2018"
"47604","0"
"47605","2014"
"47606","2014"
"47607","1832"
"47608","2019"
"47609","2015"
"47610","2014"
"47611","2013"
"47612","2011"
"47613","2016"
"47614","0"
"47615","0"
"47616","2013"
"47617","2019"
"47618","2007"
"47619","2015"
"47620","2012"
"47621","2018"
"47622","2015"
"47623","2018"
"47624","2010"
"47625","2002"
"47626","0"
"47627","2017"
"47628","2013"
"47629","2009"
"47630","2019"
"47631","0"
"47632","2019"
"47633","2004"
"47634","2018"
"47635","2000"
"47636","2016"
"47637","2017"
"47638","1844"
"47639","2005"
"47640","2016"
"47641","2014"
"47642","0"
"47643","2018"
"47644","2017"
"47645","1985"
"47646","2016"
"47647","2013"
"47648","2016"
"47649","2019"
"47650","2017"
"47651","2013"
"47652","0"
"47653","2006"
"47654","2012"
"47655","0"
"47656","2016"
"47657","0"
"47658","2006"
"47659","2016"
"47660","2017"
"47661","1994"
"47662","0"
"47663","2018"
"47664","2016"
"47665","0"
"47666","2010"
"47667","2011"
"47668","2015"
"47669","0"
"47670","2012"
"47671","2016"
"47672","2014"
"47673","2018"
"47674","2016"
"47675","0"
"47676","2016"
"47677","0"
"47678","2018"
"47679","2016"
"47680","1781"
"47681","2014"
"47682","2013"
"47683","0"
"47684","2014"
"47685","2013"
"47686","2015"
"47687","2007"
"47688","2016"
"47689","2018"
"47690","2012"
"47691","1520"
"47692","2017"
"47693","2019"
"47694","0"
"47695","2018"
"47696","2020"
"47697","2015"
"47698","2018"
"47699","0"
"47700","2012"
"47701","2016"
"47702","0"
"47703","2015"
"47704","2010"
"47705","2014"
"47706","2018"
"47707","2010"
"47708","2019"
"47709","1828"
"47710","2009"
"47711","2001"
"47712","2014"
"47713","2017"
"47714","0"
"47715","2015"
"47716","0"
"47717","2013"
"47718","2000"
"47719","1975"
"47720","2009"
"47721","0"
"47722","2005"
"47723","2015"
"47724","2013"
"47725","0"
"47726","0"
"47727","2017"
"47728","2009"
"47729","2019"
"47730","2017"
"47731","0"
"47732","2007"
"47733","0"
"47734","0"
"47735","0"
"47736","1900"
"47737","0"
"47738","0"
"47739","2012"
"47740","2019"
"47741","2015"
"47742","2017"
"47743","2019"
"47744","0"
"47745","1961"
"47746","2013"
"47747","2018"
"47748","2014"
"47749","2018"
"47750","2019"
"47751","2019"
"47752","0"
"47753","2011"
"47754","2014"
"47755","0"
"47756","2014"
"47757","2019"
"47758","2018"
"47759","2011"
"47760","0"
"47761","2016"
"47762","2011"
"47763","2014"
"47764","1999"
"47765","2012"
"47766","2014"
"47767","0"
"47768","2019"
"47769","2017"
"47770","2017"
"47771","1999"
"47772","1982"
"47773","0"
"47774","2017"
"47775","2018"
"47776","1956"
"47777","0"
"47778","1997"
"47779","2019"
"47780","1910"
"47781","2001"
"47782","2018"
"47783","2014"
"47784","2014"
"47785","0"
"47786","2017"
"47787","2017"
"47788","2005"
"47789","2017"
"47790","1952"
"47791","2019"
"47792","2018"
"47793","2018"
"47794","2015"
"47795","0"
"47796","0"
"47797","2017"
"47798","2016"
"47799","0"
"47800","2006"
"47801","1920"
"47802","2014"
"47803","0"
"47804","2012"
"47805","2015"
"47806","2018"
"47807","2017"
"47808","2012"
"47809","2017"
"47810","2015"
"47811","0"
"47812","2016"
"47813","2008"
"47814","2019"
"47815","0"
"47816","2017"
"47817","I в. до н.э."
"47818","2016"
"47819","0"
"47820","0"
"47821","2013"
"47822","1998"
"47823","2017"
"47824","2016"
"47825","2011"
"47826","0"
"47827","0"
"47828","2015"
"47829","0"
"47830","0"
"47831","2011"
"47832","2018"
"47833","2019"
"47834","0"
"47835","1910"
"47836","2019"
"47837","0"
"47838","2019"
"47839","2018"
"47840","2006"
"47841","0"
"47842","0"
"47843","2012"
"47844","2018"
"47845","0"
"47846","2018"
"47847","0"
"47848","0"
"47849","2017"
"47850","0"
"47851","2017"
"47852","2015"
"47853","2015"
"47854","1927"
"47855","2014"
"47856","0"
"47857","2013"
"47858","2009"
"47859","2015"
"47860","2013"
"47861","2017"
"47862","2015"
"47863","2012"
"47864","0"
"47865","0"
"47866","2020"
"47867","0"
"47868","2018"
"47869","2014"
"47870","1997"
"47871","2007"
"47872","0"
"47873","2018"
"47874","2014"
"47875","1992"
"47876","2011"
"47877","2016"
"47878","2017"
"47879","1980"
"47880","0"
"47881","2018"
"47882","1963"
"47883","2014"
"47884","2006"
"47885","2017"
"47886","2016"
"47887","2016"
"47888","1996"
"47889","2015"
"47890","2017"
"47891","2016"
"47892","0"
"47893","0"
"47894","0"
"47895","2016"
"47896","0"
"47897","2018"
"47898","1998"
"47899","0"
"47900","2018"
"47901","1985"
"47902","2016"
"47903","2019"
"47904","2012"
"47905","2017"
"47906","1789"
"47907","2008"
"47908","2016"
"47909","0"
"47910","2013"
"47911","2015"
"47912","2019"
"47913","2015"
"47914","2006"
"47915","2018"
"47916","2017"
"47917","2010"
"47918","1914"
"47919","1859"
"47920","0"
"47921","2014"
"47922","2012"
"47923","2000"
"47924","0"
"47925","2016"
"47926","0"
"47927","0"
"47928","2015"
"47929","2016"
"47930","1998"
"47931","2011"
"47932","2000"
"47933","2012"
"47934","2018"
"47935","0"
"47936","0"
"47937","1999"
"47938","0"
"47939","2015"
"47940","1939"
"47941","1987"
"47942","2014"
"47943","2015"
"47944","0"
"47945","1908"
"47946","2019"
"47947","1858"
"47948","2018"
"47949","1999"
"47950","2019"
"47951","2019"
"47952","2018"
"47953","2004"
"47954","0"
"47955","2008"
"47956","1978"
"47957","2010"
"47958","2005"
"47959","0"
"47960","0"
"47961","2012"
"47962","2017"
"47963","1987"
"47964","2019"
"47965","2004"
"47966","2019"
"47967","2014"
"47968","2013"
"47969","2018"
"47970","2005"
"47971","2019"
"47972","0"
"47973","2016"
"47974","2013"
"47975","2017"
"47976","2017"
"47977","1948"
"47978","0"
"47979","2018"
"47980","2008"
"47981","2017"
"47982","2010"
"47983","2015"
"47984","0"
"47985","2018"
"47986","2019"
"47987","2013"
"47988","2012"
"47989","2019"
"47990","1907"
"47991","1973"
"47992","2014"
"47993","2011"
"47994","2018"
"47995","2006"
"47996","2019"
"47997","2000"
"47998","0"
"47999","2011"
"48000","2002"
"48001","2016"
"48002","2014"
"48003","2019"
"48004","1969"
"48005","2018"
"48006","0"
"48007","2014"
"48008","2015"
"48009","2015"
"48010","0"
"48011","2013"
"48012","2017"
"48013","2007"
"48014","0"
"48015","2015"
"48016","2017"
"48017","2009"
"48018","2019"
"48019","2019"
"48020","2013"
"48021","2014"
"48022","1920"
"48023","2016"
"48024","0"
"48025","1924"
"48026","2011"
"48027","2009"
"48028","2015"
"48029","1985"
"48030","0"
"48031","0"
"48032","0"
"48033","2015"
"48034","2013"
"48035","2007"
"48036","2016"
"48037","2014"
"48038","2018"
"48039","2010"
"48040","2019"
"48041","1876"
"48042","2012"
"48043","2002"
"48044","2015"
"48045","0"
"48046","2019"
"48047","2010"
"48048","2003"
"48049","2018"
"48050","2014"
"48051","2018"
"48052","2018"
"48053","2009"
"48054","2019"
"48055","2015"
"48056","0"
"48057","2019"
"48058","2018"
"48059","2019"
"48060","2013"
"48061","2016"
"48062","2015"
"48063","0"
"48064","0"
"48065","0"
"48066","1983"
"48067","0"
"48068","2014"
"48069","2017"
"48070","2012"
"48071","2019"
"48072","2015"
"48073","2012"
"48074","2003"
"48075","2011"
"48076","0"
"48077","2010"
"48078","2010"
"48079","2018"
"48080","2019"
"48081","0"
"48082","2000"
"48083","2016"
"48084","2015"
"48085","2012"
"48086","1671"
"48087","2008"
"48088","1980"
"48089","2018"
"48090","2015"
"48091","2014"
"48092","2003"
"48093","2015"
"48094","2018"
"48095","2019"
"48096","2018"
"48097","0"
"48098","0"
"48099","1879"
"48100","2017"
"48101","2007"
"48102","1915"
"48103","2017"
"48104","2007"
"48105","1985"
"48106","2015"
"48107","2018"
"48108","2015"
"48109","2014"
"48110","0"
"48111","0"
"48112","2017"
"48113","2018"
"48114","2009"
"48115","1997"
"48116","2018"
"48117","1954"
"48118","2018"
