"","year_2"
"32755","0"
"32756","2015"
"32757","2018"
"32758","2000"
"32759","1909"
"32760","2015"
"32761","0"
"32762","0"
"32763","0"
"32764","2006"
"32765","2017"
"32766","2015"
"32767","2002"
"32768","0"
"32769","0"
"32770","2020"
"32771","0"
"32772","2016"
"32773","2005"
"32774","2015"
"32775","0"
"32776","2001"
"32777","2000"
"32778","1886"
"32779","1995"
"32780","2000"
"32781","1970"
"32782","2019"
"32783","2015"
"32784","2016"
"32785","2013"
"32786","2012"
"32787","0"
"32788","2013"
"32789","1875"
"32790","2018"
"32791","2014"
"32792","0"
"32793","2018"
"32794","2009"
"32795","2015"
"32796","2018"
"32797","2010"
"32798","2013"
"32799","0"
"32800","2019"
"32801","2009"
"32802","2016"
"32803","2017"
"32804","2019"
"32805","2018"
"32806","2017"
"32807","1984"
"32808","2015"
"32809","2011"
"32810","2017"
"32811","2002"
"32812","0"
"32813","0"
"32814","2019"
"32815","2015"
"32816","2013"
"32817","1923"
"32818","0"
"32819","2018"
"32820","0"
"32821","0"
"32822","2018"
"32823","2012"
"32824","1961"
"32825","1907"
"32826","2015"
"32827","2016"
"32828","1859"
"32829","2014"
"32830","0"
"32831","2019"
"32832","2009"
"32833","2014"
"32834","0"
"32835","2000"
"32836","2014"
"32837","0"
"32838","0"
"32839","2014"
"32840","2017"
"32841","0"
"32842","0"
"32843","2005"
"32844","2013"
"32845","2019"
"32846","2014"
"32847","2014"
"32848","2019"
"32849","1972"
"32850","0"
"32851","2012"
"32852","2018"
"32853","0"
"32854","2016"
"32855","1996"
"32856","0"
"32857","1994"
"32858","2018"
"32859","2018"
"32860","2012"
"32861","2000"
"32862","2001"
"32863","2018"
"32864","2015"
"32865","2014"
"32866","0"
"32867","2003"
"32868","1935"
"32869","0"
"32870","2015"
"32871","2016"
"32872","2016"
"32873","2018"
"32874","1997"
"32875","2017"
"32876","2014"
"32877","1874"
"32878","2016"
"32879","0"
"32880","0"
"32881","2009"
"32882","2015"
"32883","1937"
"32884","1885"
"32885","2011"
"32886","2018"
"32887","2015"
"32888","2014"
"32889","2018"
"32890","2009"
"32891","2018"
"32892","2014"
"32893","2015"
"32894","1930"
"32895","2015"
"32896","2019"
"32897","2011"
"32898","2017"
"32899","2015"
"32900","2015"
"32901","2010"
"32902","2011"
"32903","2018"
"32904","0"
"32905","1999"
"32906","2016"
"32907","2015"
"32908","2017"
"32909","2012"
"32910","2016"
"32911","0"
"32912","0"
"32913","2000"
"32914","2008"
"32915","0"
"32916","1929"
"32917","2014"
"32918","0"
"32919","0"
"32920","0"
"32921","2018"
"32922","1995"
"32923","0"
"32924","2014"
"32925","2004"
"32926","2015"
"32927","1843"
"32928","2016"
"32929","1961"
"32930","2012"
"32931","2019"
"32932","2013"
"32933","2011"
"32934","1967"
"32935","1848"
"32936","2019"
"32937","1802"
"32938","2013"
"32939","2017"
"32940","1819"
"32941","2013"
"32942","2019"
"32943","2016"
"32944","2017"
"32945","2016"
"32946","2018"
"32947","0"
"32948","1859"
"32949","1967"
"32950","0"
"32951","2007"
"32952","2016"
"32953","1847"
"32954","2017"
"32955","0"
"32956","1960"
"32957","2019"
"32958","2013"
"32959","0"
"32960","1900"
"32961","2004"
"32962","2004"
"32963","1860"
"32964","2016"
"32965","2013"
"32966","2013"
"32967","2015"
"32968","2018"
"32969","2016"
"32970","1999"
"32971","2009"
"32972","0"
"32973","2018"
"32974","2009"
"32975","2015"
"32976","2012"
"32977","2018"
"32978","1992"
"32979","2018"
"32980","2013"
"32981","0"
"32982","2010"
"32983","1989"
"32984","0"
"32985","0"
"32986","2008"
"32987","2011"
"32988","2018"
"32989","0"
"32990","2017"
"32991","2018"
"32992","2019"
"32993","1887"
"32994","2005"
"32995","0"
"32996","2014"
"32997","0"
"32998","2009"
"32999","1925"
"33000","0"
"33001","1969"
"33002","2010"
"33003","2019"
"33004","2007"
"33005","2016"
"33006","2002"
"33007","2019"
"33008","1959"
"33009","2014"
"33010","2018"
"33011","2018"
"33012","2019"
"33013","0"
"33014","2013"
"33015","2012"
"33016","2014"
"33017","2011"
"33018","2007"
"33019","2019"
"33020","2019"
"33021","2017"
"33022","0"
"33023","2019"
"33024","2017"
"33025","2008"
"33026","2017"
"33027","2014"
"33028","2004"
"33029","2001"
"33030","2017"
"33031","1996"
"33032","2017"
"33033","1893"
"33034","2017"
"33035","2018"
"33036","2015"
"33037","2009"
"33038","0"
"33039","1975"
"33040","2019"
"33041","2019"
"33042","0"
"33043","2017"
"33044","2017"
"33045","0"
"33046","2018"
"33047","2015"
"33048","2017"
"33049","0"
"33050","2015"
"33051","2017"
"33052","2007"
"33053","0"
"33054","1820"
"33055","2005"
"33056","2013"
"33057","2017"
"33058","2012"
"33059","2019"
"33060","2007"
"33061","2014"
"33062","2006"
"33063","1996"
"33064","2013"
"33065","2013"
"33066","1785"
"33067","2009"
"33068","1995"
"33069","0"
"33070","0"
"33071","0"
"33072","2007"
"33073","0"
"33074","2016"
"33075","0"
"33076","0"
"33077","2014"
"33078","2017"
"33079","1994"
"33080","2004"
"33081","2015"
"33082","2018"
"33083","2019"
"33084","2010"
"33085","0"
"33086","2014"
"33087","2012"
"33088","2019"
"33089","0"
"33090","1913"
"33091","2010"
"33092","2015"
"33093","1998"
"33094","1993"
"33095","1959"
"33096","2014"
"33097","2017"
"33098","0"
"33099","2019"
"33100","1944"
"33101","2007"
"33102","2019"
"33103","2011"
"33104","2012"
"33105","0"
"33106","0"
"33107","2012"
"33108","2019"
"33109","2013"
"33110","2011"
"33111","1966"
"33112","2015"
"33113","2018"
"33114","2012"
"33115","2017"
"33116","2015"
"33117","1953"
"33118","1907"
"33119","2013"
"33120","2009"
"33121","2018"
"33122","0"
"33123","2018"
"33124","2016"
"33125","0"
"33126","2015"
"33127","0"
"33128","2004"
"33129","2019"
"33130","2012"
"33131","0"
"33132","2019"
"33133","2016"
"33134","2019"
"33135","2017"
"33136","2018"
"33137","0"
"33138","2018"
"33139","2019"
"33140","0"
"33141","0"
"33142","2010"
"33143","2013"
"33144","1991"
"33145","2014"
"33146","2007"
"33147","2008"
"33148","2015"
"33149","1917"
"33150","2018"
"33151","0"
"33152","2009"
"33153","2016"
"33154","1996"
"33155","2019"
"33156","2016"
"33157","2008"
"33158","0"
"33159","2016"
"33160","2015"
"33161","0"
"33162","2014"
"33163","0"
"33164","0"
"33165","2012"
"33166","0"
"33167","2014"
"33168","2014"
"33169","2014"
"33170","2006"
"33171","2010"
"33172","2018"
"33173","0"
"33174","2015"
"33175","0"
"33176","0"
"33177","2016"
"33178","2013"
"33179","2018"
"33180","2019"
"33181","1975"
"33182","2014"
"33183","1972"
"33184","2019"
"33185","0"
"33186","2013"
"33187","0"
"33188","2016"
"33189","2005"
"33190","2019"
"33191","2011"
"33192","2015"
"33193","1783"
"33194","2014"
"33195","2018"
"33196","2016"
"33197","2016"
"33198","2015"
"33199","2008"
"33200","2017"
"33201","2017"
"33202","2017"
"33203","2018"
"33204","2014"
"33205","0"
"33206","2018"
"33207","2017"
"33208","2012"
"33209","1917"
"33210","1839"
"33211","0"
"33212","2018"
"33213","0"
"33214","0"
"33215","2017"
"33216","2014"
"33217","2002"
"33218","2009"
"33219","2019"
"33220","2016"
"33221","2015"
"33222","2018"
"33223","1995"
"33224","1929"
"33225","0"
"33226","2018"
"33227","2005"
"33228","2019"
"33229","1926"
"33230","2014"
"33231","2015"
"33232","2018"
"33233","0"
"33234","2019"
"33235","2007"
"33236","0"
"33237","2008"
"33238","0"
"33239","2008"
"33240","2015"
"33241","1897"
"33242","1998"
"33243","2017"
"33244","2013"
"33245","2000"
"33246","2013"
"33247","2012"
"33248","2015"
"33249","2018"
"33250","2017"
"33251","2019"
"33252","2018"
"33253","0"
"33254","2004"
"33255","2012"
"33256","2017"
"33257","2017"
"33258","0"
"33259","0"
"33260","2013"
"33261","2007"
"33262","2014"
"33263","2011"
"33264","2014"
"33265","0"
"33266","2006"
"33267","2017"
"33268","1930"
"33269","2019"
"33270","2019"
"33271","2019"
"33272","1976"
"33273","2014"
"33274","0"
"33275","2019"
"33276","2012"
"33277","2019"
"33278","0"
"33279","2013"
"33280","2012"
"33281","0"
"33282","2017"
"33283","2005"
"33284","2013"
"33285","2012"
"33286","0"
"33287","0"
"33288","2012"
"33289","2018"
"33290","2016"
"33291","2012"
"33292","2017"
"33293","0"
"33294","2019"
"33295","2018"
"33296","2008"
"33297","2004"
"33298","1972"
"33299","1888"
"33300","2015"
"33301","0"
"33302","0"
"33303","2014"
"33304","0"
"33305","2019"
"33306","2019"
"33307","2017"
"33308","2003"
"33309","0"
"33310","1992"
"33311","2015"
"33312","2016"
"33313","2008"
"33314","2006"
"33315","2017"
"33316","2015"
"33317","0"
"33318","1990"
"33319","0"
"33320","1987"
"33321","2003"
"33322","2006"
"33323","2019"
"33324","2007"
"33325","1886"
"33326","2011"
"33327","0"
"33328","2016"
"33329","2019"
"33330","2013"
"33331","2008"
"33332","2005"
"33333","1891"
"33334","0"
"33335","2017"
"33336","2019"
"33337","2014"
"33338","2005"
"33339","1993"
"33340","1924"
"33341","2018"
"33342","0"
"33343","1997"
"33344","2018"
"33345","2007"
"33346","0"
"33347","2018"
"33348","2013"
"33349","0"
"33350","0"
"33351","0"
"33352","2016"
"33353","2017"
"33354","2018"
"33355","1923"
"33356","2018"
"33357","2016"
"33358","2010"
"33359","2016"
"33360","1907"
"33361","2012"
"33362","0"
"33363","0"
"33364","2014"
"33365","2016"
"33366","2012"
"33367","0"
"33368","0"
"33369","2018"
"33370","0"
"33371","0"
"33372","2019"
"33373","0"
"33374","0"
"33375","2015"
"33376","2016"
"33377","2014"
"33378","0"
"33379","2019"
"33380","2017"
"33381","1996"
"33382","2015"
"33383","0"
"33384","1907"
"33385","0"
"33386","2018"
"33387","2016"
"33388","0"
"33389","2017"
"33390","0"
"33391","2019"
"33392","1986"
"33393","0"
"33394","2010"
"33395","2017"
"33396","0"
"33397","2016"
"33398","2015"
"33399","2017"
"33400","2016"
"33401","1910"
"33402","2016"
"33403","1873"
"33404","2014"
"33405","2018"
"33406","2007"
"33407","2012"
"33408","0"
"33409","0"
"33410","1868"
"33411","0"
"33412","2015"
"33413","2018"
"33414","1911"
"33415","1833"
"33416","2009"
"33417","2006"
"33418","1886"
"33419","0"
"33420","0"
"33421","2019"
"33422","2014"
"33423","2014"
"33424","0"
"33425","2019"
"33426","2015"
"33427","0"
"33428","2015"
"33429","2018"
"33430","0"
"33431","0"
"33432","1998"
"33433","2015"
"33434","2012"
"33435","0"
"33436","1928"
"33437","2008"
"33438","1853"
"33439","2014"
"33440","2018"
"33441","2015"
"33442","1935"
"33443","0"
"33444","2018"
"33445","2011"
"33446","2009"
"33447","2017"
"33448","0"
"33449","2016"
"33450","1903"
"33451","0"
"33452","2018"
"33453","2015"
"33454","0"
"33455","2005"
"33456","1890"
"33457","1972"
"33458","2015"
"33459","2009"
"33460","2018"
"33461","2018"
"33462","2009"
"33463","2013"
"33464","2009"
"33465","2006"
"33466","2012"
"33467","2014"
"33468","2005"
"33469","2016"
"33470","2019"
"33471","2019"
"33472","0"
"33473","0"
"33474","0"
"33475","0"
"33476","2010"
"33477","2013"
"33478","2014"
"33479","2018"
"33480","1981"
"33481","2017"
"33482","2011"
"33483","2004"
"33484","0"
"33485","1998"
"33486","2010"
"33487","0"
"33488","2000"
"33489","1926"
"33490","2013"
"33491","2014"
"33492","0"
"33493","2015"
"33494","2014"
"33495","2009"
"33496","1783"
"33497","2019"
"33498","2014"
"33499","2019"
"33500","2019"
"33501","1930"
"33502","2012"
"33503","1994"
"33504","2018"
"33505","0"
"33506","2013"
"33507","2000"
"33508","2017"
"33509","2017"
"33510","2011"
"33511","0"
"33512","2019"
"33513","2019"
"33514","0"
"33515","2018"
"33516","2015"
"33517","2011"
"33518","2017"
"33519","0"
"33520","0"
"33521","2006"
"33522","2002"
"33523","2014"
"33524","0"
"33525","0"
"33526","2009"
"33527","2014"
"33528","2009"
"33529","2016"
"33530","2019"
"33531","0"
"33532","2016"
"33533","1994"
"33534","2013"
"33535","2007"
"33536","2016"
"33537","2017"
"33538","2010"
"33539","1950"
"33540","2019"
"33541","2017"
"33542","2000"
"33543","2012"
"33544","2014"
"33545","2017"
"33546","2007"
"33547","0"
"33548","0"
"33549","2015"
"33550","2014"
"33551","2010"
"33552","0"
"33553","2017"
"33554","0"
"33555","2015"
"33556","0"
"33557","2015"
"33558","2000"
"33559","0"
"33560","1996"
"33561","2010"
"33562","0"
"33563","2011"
"33564","2012"
"33565","2008"
"33566","1948"
"33567","0"
"33568","0"
"33569","2008"
"33570","2017"
"33571","0"
"33572","1829"
"33573","2019"
"33574","0"
"33575","0"
"33576","2017"
"33577","2015"
"33578","2012"
"33579","2005"
"33580","0"
"33581","2006"
"33582","2018"
"33583","2013"
"33584","2018"
"33585","0"
"33586","1953"
"33587","2019"
"33588","2017"
"33589","2019"
"33590","0"
"33591","0"
"33592","0"
"33593","2017"
"33594","2017"
"33595","2017"
"33596","0"
"33597","2018"
"33598","2014"
"33599","2018"
"33600","0"
"33601","2003"
"33602","0"
"33603","2011"
"33604","2015"
"33605","2018"
"33606","2019"
"33607","2017"
"33608","1999"
"33609","2015"
"33610","2014"
"33611","2015"
"33612","2019"
"33613","2014"
"33614","2011"
"33615","2015"
"33616","1954"
"33617","2019"
"33618","2019"
"33619","1830"
"33620","2007"
"33621","2019"
"33622","2013"
"33623","2016"
"33624","2018"
"33625","2015"
"33626","2019"
"33627","0"
"33628","2012"
"33629","0"
"33630","2017"
"33631","2018"
"33632","2019"
"33633","2006"
"33634","1999"
"33635","2003"
"33636","0"
"33637","2009"
"33638","0"
"33639","2008"
"33640","2017"
"33641","2003"
"33642","2014"
"33643","0"
"33644","2004"
"33645","2016"
"33646","2014"
"33647","2016"
"33648","0"
"33649","0"
"33650","0"
"33651","2016"
"33652","2014"
"33653","2012"
"33654","0"
"33655","2013"
"33656","0"
"33657","0"
"33658","2016"
"33659","2017"
"33660","2017"
"33661","1872"
"33662","2017"
"33663","0"
"33664","2015"
"33665","0"
"33666","2015"
"33667","0"
"33668","2015"
"33669","2003"
"33670","2017"
"33671","2018"
"33672","2019"
"33673","2018"
"33674","0"
"33675","2016"
"33676","0"
"33677","2018"
"33678","2011"
"33679","2019"
"33680","0"
"33681","0"
"33682","2001"
"33683","0"
"33684","2007"
"33685","2014"
"33686","2000"
"33687","2015"
"33688","1997"
"33689","0"
"33690","2019"
"33691","0"
"33692","0"
"33693","1983"
"33694","2017"
"33695","2012"
"33696","2012"
"33697","1867"
"33698","1882"
"33699","2017"
"33700","2013"
"33701","0"
"33702","0"
"33703","2019"
"33704","2018"
"33705","0"
"33706","1969"
"33707","0"
"33708","2015"
"33709","2017"
"33710","2010"
"33711","2018"
"33712","2016"
"33713","1977"
"33714","2019"
"33715","2018"
"33716","2013"
"33717","1971"
"33718","0"
"33719","0"
"33720","2009"
"33721","2012"
"33722","2019"
"33723","2018"
"33724","2014"
"33725","2012"
"33726","0"
"33727","1918"
"33728","2018"
"33729","2013"
"33730","1989"
"33731","2016"
"33732","2000"
"33733","2018"
"33734","2014"
"33735","2014"
"33736","2009"
"33737","2019"
"33738","0"
"33739","2018"
"33740","2011"
"33741","2014"
"33742","2019"
"33743","2011"
"33744","0"
"33745","2019"
"33746","0"
"33747","2017"
"33748","2017"
"33749","2016"
"33750","2018"
"33751","0"
"33752","2017"
"33753","2015"
"33754","2019"
"33755","2018"
"33756","2011"
"33757","0"
"33758","0"
"33759","2004"
"33760","1885"
"33761","1862"
"33762","2012"
"33763","2016"
"33764","2001"
"33765","0"
"33766","2008"
"33767","2012"
"33768","2011"
"33769","2019"
"33770","2018"
"33771","2015"
"33772","2015"
"33773","2015"
"33774","2005"
"33775","2018"
"33776","0"
"33777","2014"
"33778","0"
"33779","2019"
"33780","2019"
"33781","2014"
"33782","0"
"33783","0"
"33784","0"
"33785","2015"
"33786","0"
"33787","2016"
"33788","2017"
"33789","0"
"33790","2016"
"33791","1914"
"33792","2014"
"33793","2018"
"33794","1986"
"33795","2018"
"33796","2013"
"33797","2018"
"33798","2015"
"33799","2007"
"33800","2016"
"33801","2011"
"33802","0"
"33803","1999"
"33804","0"
"33805","2014"
"33806","0"
"33807","2013"
"33808","0"
"33809","2016"
"33810","2012"
"33811","2018"
"33812","2019"
"33813","2019"
"33814","0"
"33815","0"
"33816","2018"
"33817","0"
"33818","1905"
"33819","2010"
"33820","2009"
"33821","2008"
"33822","2012"
"33823","2017"
"33824","0"
"33825","1792"
"33826","2019"
"33827","2015"
"33828","2015"
"33829","2008"
"33830","0"
"33831","2018"
"33832","2013"
"33833","0"
"33834","2016"
"33835","1938"
"33836","2011"
"33837","0"
"33838","2016"
"33839","2012"
"33840","2019"
"33841","1951"
"33842","2006"
"33843","2014"
"33844","2010"
"33845","1997"
"33846","2014"
"33847","0"
"33848","2019"
"33849","2018"
"33850","1995"
"33851","2017"
"33852","2014"
"33853","2017"
"33854","1885"
"33855","0"
"33856","2012"
"33857","2018"
"33858","2017"
"33859","2015"
"33860","0"
"33861","2013"
"33862","2002"
"33863","0"
"33864","0"
"33865","2018"
"33866","2019"
"33867","0"
"33868","2019"
"33869","0"
"33870","2018"
"33871","2017"
"33872","2009"
"33873","2016"
"33874","2018"
"33875","0"
"33876","2011"
"33877","2014"
"33878","2018"
"33879","2012"
"33880","0"
"33881","2013"
"33882","2019"
"33883","2019"
"33884","2014"
"33885","1981"
"33886","0"
"33887","2010"
"33888","0"
"33889","2003"
"33890","0"
"33891","2017"
"33892","2017"
"33893","2017"
"33894","2017"
"33895","0"
"33896","2008"
"33897","2005"
"33898","2017"
"33899","2013"
"33900","2014"
"33901","2004"
"33902","0"
"33903","1995"
"33904","2017"
"33905","1835"
"33906","2019"
"33907","0"
"33908","2017"
"33909","2019"
"33910","2018"
"33911","2015"
"33912","2002"
"33913","2019"
"33914","2018"
"33915","2013"
"33916","0"
"33917","2016"
"33918","2004"
"33919","2006"
"33920","2016"
"33921","2018"
"33922","2019"
"33923","0"
"33924","1890"
"33925","2017"
"33926","0"
"33927","2006"
"33928","2018"
"33929","2017"
"33930","2017"
"33931","2003"
"33932","0"
"33933","2015"
"33934","2016"
"33935","0"
"33936","2017"
"33937","2016"
"33938","2018"
"33939","2008"
"33940","0"
"33941","0"
"33942","2013"
"33943","1929"
"33944","0"
"33945","2005"
"33946","2011"
"33947","2013"
"33948","0"
"33949","2006"
"33950","0"
"33951","2016"
"33952","2008"
"33953","0"
"33954","2011"
"33955","2011"
"33956","2018"
"33957","0"
"33958","1961"
"33959","2012"
"33960","2018"
"33961","0"
"33962","2018"
"33963","0"
"33964","0"
"33965","0"
"33966","2014"
"33967","1905"
"33968","2018"
"33969","0"
"33970","2015"
"33971","0"
"33972","2009"
"33973","2019"
"33974","2016"
"33975","2015"
"33976","0"
"33977","2017"
"33978","2019"
"33979","2017"
"33980","0"
"33981","0"
"33982","2014"
"33983","2017"
"33984","2019"
"33985","2013"
"33986","0"
"33987","2018"
"33988","0"
"33989","2018"
"33990","2018"
"33991","0"
"33992","2003"
"33993","2019"
"33994","2018"
"33995","0"
"33996","2017"
"33997","2011"
"33998","2015"
"33999","1995"
"34000","0"
"34001","2012"
"34002","2016"
"34003","2015"
"34004","2016"
"34005","2018"
"34006","0"
"34007","0"
"34008","2014"
"34009","2014"
"34010","2018"
"34011","0"
"34012","2008"
"34013","2007"
"34014","0"
"34015","0"
"34016","2005"
"34017","0"
"34018","2017"
"34019","2012"
"34020","2008"
"34021","2006"
"34022","2005"
"34023","2012"
"34024","0"
"34025","0"
"34026","0"
"34027","2017"
"34028","2017"
"34029","2012"
"34030","0"
"34031","0"
"34032","0"
"34033","2018"
"34034","1995"
"34035","0"
"34036","0"
"34037","2018"
"34038","1954"
"34039","0"
"34040","0"
"34041","2011"
"34042","2011"
"34043","1925"
"34044","2018"
"34045","2011"
"34046","0"
"34047","2017"
"34048","2013"
"34049","2017"
"34050","2007"
"34051","2014"
"34052","1922"
"34053","2015"
"34054","2015"
"34055","0"
"34056","2019"
"34057","2000"
"34058","2012"
"34059","2008"
"34060","1997"
"34061","2018"
"34062","2008"
"34063","2012"
"34064","2015"
"34065","0"
"34066","1961"
"34067","2018"
"34068","1912"
"34069","1855"
"34070","0"
"34071","2010"
"34072","2017"
"34073","2017"
"34074","2015"
"34075","2017"
"34076","1998"
"34077","2018"
"34078","2016"
"34079","2013"
"34080","1832"
"34081","2017"
"34082","2016"
"34083","2001"
"34084","2018"
"34085","2013"
"34086","2017"
"34087","1924"
"34088","0"
"34089","0"
"34090","2010"
"34091","0"
"34092","2000"
"34093","2016"
"34094","0"
